jdk1.java,
dl_correct:5,dl_accuracy:1.0,,rule_correct:5,rule_checked:5,rule_accuracy:1.0,rule_recall:1.0
checked:5,total correct:5,total accuracy:1.0

jdk18.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
InputStream,java.io.InputStream,java.io.InputStream,1,java.io.InputStream,java.io.InputStream,1,1
IOException,java.io.IOException,java.io.IOException,1,java.io.IOException,java.io.IOException,1,1
StringWriter,java.io.StringWriter,java.io.StringWriter,1,java.io.StringWriter,java.io.StringWriter,1,1
new StringWriter(),java.io.StringWriter,java.io.StringWriter,1,java.io.StringWriter,java.io.StringWriter,1,1
IOUtils,sun.io.IOUtils,org.apache.commons.io.IOUtils,0,org.apache.directory.api.util.IOUtils,org.apache.commons.io.IOUtils,0,0
dl_correct:4,dl_accuracy:0.8,,rule_correct:4,rule_checked:5,rule_accuracy:0.8,rule_recall:0.8
checked:5,total correct:4,total accuracy:0.8

jdk2.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
File,java.io.File,java.io.File,1,java.io.File,java.io.File,1,1
File,java.io.File,java.io.File,1,java.io.File,java.io.File,1,1
dl_correct:2,dl_accuracy:1.0,,rule_correct:2,rule_checked:2,rule_accuracy:1.0,rule_recall:1.0
checked:2,total correct:2,total accuracy:1.0

jdk20.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
InputStream,java.io.InputStream,java.io.InputStream,1,java.io.InputStream,java.io.InputStream,1,1
IOException,java.io.IOException,java.io.IOException,1,java.io.IOException,java.io.IOException,1,1
BufferedInputStream,java.io.BufferedInputStream,java.io.BufferedInputStream,1,java.io.BufferedInputStream,java.io.BufferedInputStream,1,1
BufferedInputStream,java.io.BufferedInputStream,java.io.BufferedInputStream,1,java.io.BufferedInputStream,java.io.BufferedInputStream,1,1
ByteArrayOutputStream,java.io.ByteArrayOutputStream,java.io.ByteArrayOutputStream,1,java.io.ByteArrayOutputStream,java.io.ByteArrayOutputStream,1,1
new ByteArrayOutputStream(),java.io.ByteArrayOutputStream,java.io.ByteArrayOutputStream,1,java.io.ByteArrayOutputStream,java.io.ByteArrayOutputStream,1,1
dl_correct:6,dl_accuracy:1.0,,rule_correct:6,rule_checked:6,rule_accuracy:1.0,rule_recall:1.0
checked:6,total correct:6,total accuracy:1.0

jdk3.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
ParseException,java.text.ParseException,java.text.ParseException,1,java.text.ParseException,java.text.ParseException,1,1
DateTimeFormatter,java.text.DateTimeFormatter,java.time.format.DateTimeFormatter,0,-,-,0,0
LocalDateTime,java.time.LocalDateTime,java.time.LocalDateTime,1,java.time.LocalDateTime,java.time.LocalDateTime,1,1
ZonedDateTime,java.time.ZonedDateTime,java.time.ZonedDateTime,1,java.time.ZonedDateTime,java.time.ZonedDateTime,1,1
ZoneId,java.time.ZoneId,java.time.ZoneId,1,java.time.ZoneId,java.time.ZoneId,1,1
dl_correct:4,dl_accuracy:0.8,,rule_correct:4,rule_checked:4,rule_accuracy:1.0,rule_recall:0.8
checked:5,total correct:4,total accuracy:0.8

jdk4.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
ParseException,java.text.ParseException,java.text.ParseException,1,java.text.ParseException,java.text.ParseException,1,1
SimpleDateFormat,java.text.SimpleDateFormat,java.text.SimpleDateFormat,1,java.text.SimpleDateFormat,java.text.SimpleDateFormat,1,1
SimpleDateFormat,java.text.SimpleDateFormat,java.text.SimpleDateFormat,1,java.text.SimpleDateFormat,java.text.SimpleDateFormat,1,1
Date,java.util.Date,java.util.Date,1,java.util.Date,java.util.Date,1,1
dl_correct:4,dl_accuracy:1.0,,rule_correct:4,rule_checked:4,rule_accuracy:1.0,rule_recall:1.0
checked:4,total correct:4,total accuracy:1.0

jdk5.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
MalformedURLException,java.net.MalformedURLException,java.net.MalformedURLException,1,java.net.MalformedURLException,java.net.MalformedURLException,1,1
File,java.io.File,java.io.File,1,java.io.File,java.io.File,1,1
File,java.io.File,java.io.File,1,java.io.File,java.io.File,1,1
URLClassLoader,java.net.URLClassLoader,java.net.URLClassLoader,1,java.net.URLClassLoader,java.net.URLClassLoader,1,1
new URL[]jar,java.net.URL,java.net.URL,1,-,-,0,1
dl_correct:5,dl_accuracy:1.0,,rule_correct:4,rule_checked:4,rule_accuracy:1.0,rule_recall:0.8
checked:5,total correct:5,total accuracy:1.0

jdk7.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
ParseException,java.text.ParseException,java.text.ParseException,1,java.text.ParseException,java.text.ParseException,1,1
SimpleDateFormat,java.text.SimpleDateFormat,java.text.SimpleDateFormat,1,java.text.SimpleDateFormat,java.text.SimpleDateFormat,1,1
SimpleDateFormat,java.text.SimpleDateFormat,java.text.SimpleDateFormat,1,java.text.SimpleDateFormat,java.text.SimpleDateFormat,1,1
TimeZone,java.util.TimeZone,java.util.TimeZone,1,java.util.TimeZone,java.util.TimeZone,1,1
Date,java.util.Date,java.util.Date,1,java.util.Date,java.util.Date,1,1
dl_correct:5,dl_accuracy:1.0,,rule_correct:5,rule_checked:5,rule_accuracy:1.0,rule_recall:1.0
checked:5,total correct:5,total accuracy:1.0

jdk8.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
DecimalFormat,java.text.DecimalFormat,java.text.DecimalFormat,1,java.text.DecimalFormat,java.text.DecimalFormat,1,1
DecimalFormat,java.text.DecimalFormat,java.text.DecimalFormat,1,java.text.DecimalFormat,java.text.DecimalFormat,1,1
DecimalFormatSymbols,java.text.DecimalFormatSymbols,java.text.DecimalFormatSymbols,1,java.text.DecimalFormatSymbols,java.text.DecimalFormatSymbols,1,1
Locale,java.util.Locale,java.util.Locale,1,java.util.Locale,java.util.Locale,1,1
dl_correct:4,dl_accuracy:1.0,,rule_correct:4,rule_checked:4,rule_accuracy:1.0,rule_recall:1.0
checked:4,total correct:4,total accuracy:1.0

jdk9.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
DateTimeFormatter,java.text.DateTimeFormatter,java.time.format.DateTimeFormatter,0,java.time.format.DateTimeFormatter,java.time.format.DateTimeFormatter,1,1
new DateTimeFormatterBuilder(),java.text.DateTimeFormatterBuilder,java.time.format.DateTimeFormatterBuilder,0,java.time.format.DateTimeFormatterBuilder,java.time.format.DateTimeFormatterBuilder,1,1
ChronoField,java.time.ChronoField,java.time.temporal.ChronoField,0,java.time.temporal.ChronoField,java.time.temporal.ChronoField,1,1
dl_correct:0,dl_accuracy:0.0,,rule_correct:3,rule_checked:3,rule_accuracy:1.0,rule_recall:1.0
checked:3,total correct:3,total accuracy:1.0

total status,
total checked:54,rule correct:50,rule checked:51,dl correct:49,total correct:52
dl precision:0.9074,rule precision:0.9804,rule recall:0.9259,total_precision:0.963
