HibernateUtil.java,
NamingException,org.axibernaming.NamingException,javax.naming.NamingException,0,javax.naming.NamingException,javax.naming.NamingException,1,1
Configuration,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,1
new Configuration(),org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,1
List,java.util.List,java.util.List,1,java.util.List,java.util.List,1,1
ShardConfiguration,org.hibernate.orm.cfg.spi.ShardConfiguration,org.hibernate.shards.cfg.ShardConfiguration,0,org.hibernate.shards.cfg.ShardConfiguration,org.hibernate.shards.cfg.ShardConfiguration,1,1
ArrayList,java.util.ArrayList,java.util.ArrayList,1,java.util.ArrayList,java.util.ArrayList,1,1
ShardStrategyFactory,org.hibernate.boot.client.spi.ShardStrategyFactory,org.hibernate.shards.strategy.ShardStrategyFactory,0,org.hibernate.shards.strategy.ShardStrategyFactory,org.hibernate.shards.strategy.ShardStrategyFactory,1,1
ShardedConfiguration,org.hibernate.remote.cfg.spi.ShardedConfiguration,org.hibernate.shards.ShardedConfiguration,0,org.hibernate.shards.ShardedConfiguration,org.hibernate.shards.ShardedConfiguration,1,1
ShardedConfiguration,org.hibernate.remote.cfg.spi.ShardedConfiguration,org.hibernate.shards.ShardedConfiguration,0,org.hibernate.shards.ShardedConfiguration,org.hibernate.shards.ShardedConfiguration,1,1
ShardStrategyFactory,android.app.ShardStrategyFactory,org.hibernate.shards.strategy.ShardStrategyFactory,0,org.hibernate.shards.strategy.ShardStrategyFactory,org.hibernate.shards.strategy.ShardStrategyFactory,1,1
ConfigurationToShardConfigurationAdapter,sun.security.ConfigurationToShardConfigurationAdapter,org.hibernate.shards.cfg.ConfigurationToShardConfigurationAdapter,0,org.hibernate.shards.cfg.ConfigurationToShardConfigurationAdapter,org.hibernate.shards.cfg.ConfigurationToShardConfigurationAdapter,1,1
dl_correct:5,dl_accuracy:0.4167,,rule_correct:12,rule_checked:12,rule_accuracy:1.0,rule_recall:1.0
checked:12,total correct:12,total accuracy:1.0

hibernate_class_18.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
SessionFactory,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,1
Configuration,java.io.Map.Configuration,org.hibernate.cfg.Configuration,0,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,1
new Configuration(),org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,1
dl_correct:2,dl_accuracy:0.6667,,rule_correct:3,rule_checked:3,rule_accuracy:1.0,rule_recall:1.0
checked:3,total correct:3,total accuracy:1.0

hibernate_class_19.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Entity,org.hibernate.annotations.Entity,javax.persistence.Entity,0,org.hibernate.annotations.Entity,javax.persistence.Entity,0,0
Id,jakarta.persistence.Id,javax.persistence.Id,0,long,long,1,1
GeneratedValue,jakarta.persistence.GeneratedValue,javax.persistence.GeneratedValue,0,javax.persistence.GeneratedValue,javax.persistence.GeneratedValue,1,1
Column,jakarta.persistence.Column,javax.persistence.Column,0,javax.persistence.Column,javax.persistence.Column,1,1
dl_correct:0,dl_accuracy:0.0,,rule_correct:3,rule_checked:4,rule_accuracy:0.75,rule_recall:0.75
checked:4,total correct:3,total accuracy:0.75

hibernate_class_20.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
SessionFactory,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,1
new AnnotationConfiguration(),org.hibernate.cfg.AnnotationConfiguration,org.hibernate.cfg.AnnotationConfiguration,1,org.hibernate.cfg.AnnotationConfiguration,org.hibernate.cfg.AnnotationConfiguration,1,1
dl_correct:2,dl_accuracy:1.0,,rule_correct:2,rule_checked:2,rule_accuracy:1.0,rule_recall:1.0
checked:2,total correct:2,total accuracy:1.0

hibernate_class_21.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Session,org.hibernate.Session,org.hibernate.Session,1,org.hibernate.Session,org.hibernate.Session,1,1
SessionFactory,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,1
new Configuration(),org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,1
Transaction,org.hibernate.Transaction,org.hibernate.Transaction,1,org.hibernate.Transaction,org.hibernate.Transaction,1,1
dl_correct:4,dl_accuracy:1.0,,rule_correct:4,rule_checked:4,rule_accuracy:1.0,rule_recall:1.0
checked:4,total correct:4,total accuracy:1.0

hibernate_class_22.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
JSONObject,com.google.gwt.json.client.JSONObject,com.google.gwt.json.client.JSONObject,0,org.json.JSONObject,org.json.JSONObject,1,1
Session,org.hibernate.Session,org.hibernate.Session,1,org.hibernate.Session,org.hibernate.Session,1,1
new JSONObject(),com.google.gwt.json.client.JSONObject,org.json.JSONObject,0,org.json.JSONObject,org.json.JSONObject,1,1
SessionFactory,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,1
new Configuration(),org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,1
Query,org.hibernate.query.Query.Query,org.hibernate.Query,0,org.hibernate.Query,org.hibernate.Query,1,1
dl_correct:3,dl_accuracy:0.5,,rule_correct:6,rule_checked:6,rule_accuracy:1.0,rule_recall:1.0
checked:6,total correct:6,total accuracy:1.0

hibernate_class_23.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Session,org.hibernate.Session,org.hibernate.Session,1,org.hibernate.Session,org.hibernate.Session,1,1
Configuration,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,1
new AnnotationConfiguration(),org.hibernate.cfg.AnnotationConfiguration,org.hibernate.cfg.AnnotationConfiguration,1,org.hibernate.cfg.AnnotationConfiguration,org.hibernate.cfg.AnnotationConfiguration,1,1
HibernateException,org.hibernate.HibernateException,org.hibernate.HibernateException,1,org.hibernate.HibernateException,org.hibernate.HibernateException,1,1
dl_correct:4,dl_accuracy:1.0,,rule_correct:4,rule_checked:4,rule_accuracy:1.0,rule_recall:1.0
checked:4,total correct:4,total accuracy:1.0

hibernate_class_24.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
InvocationHandler,java.lang.reflect.InvocationHandler,java.lang.reflect.InvocationHandler,1,java.lang.reflect.InvocationHandler,java.lang.reflect.InvocationHandler,1,1
Configuration,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,1
SessionFactory,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,1
Method,java.lang.reflect.Method,java.lang.reflect.Method,1,java.lang.reflect.Method,java.lang.reflect.Method,1,1
dl_correct:4,dl_accuracy:1.0,,rule_correct:4,rule_checked:4,rule_accuracy:1.0,rule_recall:1.0
checked:4,total correct:4,total accuracy:1.0

hibernate_class_25.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Entity,jakarta.persistence.Entity,javax.persistence.Entity,0,org.hibernate.annotations.Entity,javax.persistence.Entity,0,0
Id,jakarta.persistence.Id,javax.persistence.Id,0,javax.persistence.Id,javax.persistence.Id,1,1
GeneratedValue,jakarta.persistence.GeneratedValue,javax.persistence.GeneratedValue,0,javax.persistence.GeneratedValue,javax.persistence.GeneratedValue,1,1
OneToOne,jakarta.persistence.OneToOne,javax.persistence.OneToOne,0,javax.persistence.OneToOne,javax.persistence.OneToOne,1,1
Fetch,org.hibernate.annotations.Fetch,org.hibernate.annotations.Fetch,1,org.hibernate.annotations.Fetch,org.hibernate.annotations.Fetch,1,1
dl_correct:1,dl_accuracy:0.2,,rule_correct:4,rule_checked:5,rule_accuracy:0.8,rule_recall:0.8
checked:5,total correct:4,total accuracy:0.8

hibernate_class_26.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
SessionFactory,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,1
Session,org.hibernate.Session,org.hibernate.Session,1,org.hibernate.Session,org.hibernate.Session,1,1
Query,org.hibernate.orm.test.hql.Query,org.hibernate.Query,0,org.hibernate.Query,org.hibernate.Query,1,1
List,java.util.List,java.util.List,1,java.util.List,java.util.List,1,1
AnnotationConfiguration,org.hibernate.cfg.AnnotationConfiguration,org.hibernate.cfg.AnnotationConfiguration,1,org.hibernate.cfg.AnnotationConfiguration,org.hibernate.cfg.AnnotationConfiguration,1,1
new AnnotationConfiguration(),org.hibernate.cfg.AnnotationConfiguration,org.hibernate.cfg.AnnotationConfiguration,1,org.hibernate.cfg.AnnotationConfiguration,org.hibernate.cfg.AnnotationConfiguration,1,1
SchemaExport,org.hibernate.tool.schema.internal.SchemaExport,org.hibernate.tool.hbm2ddl.SchemaExport,0,org.hibernate.tool.hbm2ddl.SchemaExport,org.hibernate.tool.hbm2ddl.SchemaExport,1,1
Id,jakarta.persistence.Id,javax.persistence.Id,0,javax.persistence.Id,javax.persistence.Id,1,1
GeneratedValue,jakarta.persistence.GeneratedValue,javax.persistence.GeneratedValue,0,javax.persistence.GeneratedValue,javax.persistence.GeneratedValue,1,1
OneToOne,jakarta.persistence.OneToOne,javax.persistence.OneToOne,0,javax.persistence.OneToOne,javax.persistence.OneToOne,1,1
Fetch,org.hibernate.annotations.Fetch,org.hibernate.annotations.Fetch,1,org.hibernate.annotations.Fetch,org.hibernate.annotations.Fetch,1,1
Entity,jakarta.persistence.Entity,javax.persistence.Entity,0,org.hibernate.annotations.Entity,javax.persistence.Entity,0,0
dl_correct:6,dl_accuracy:0.5,,rule_correct:11,rule_checked:12,rule_accuracy:0.9167,rule_recall:0.9167
checked:12,total correct:11,total accuracy:0.9167

hibernate_class_28.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Entity,org.hibernate.annotations.Entity,javax.persistence.Entity,0,org.hibernate.annotations.Entity,javax.persistence.Entity,0,0
Serializable,java.io.Serializable,java.io.Serializable,1,java.io.Serializable,java.io.Serializable,1,1
Id,org.hibernate.annotations.Id,javax.persistence.Id,0,javax.persistence.Id,javax.persistence.Id,1,1
GeneratedValue,org.hibernate.annotations.GeneratedValue,javax.persistence.GeneratedValue,0,javax.persistence.GeneratedValue,javax.persistence.GeneratedValue,1,1
ManyToOne,jakarta.persistence.ManyToOne,javax.persistence.ManyToOne,0,javax.persistence.ManyToOne,javax.persistence.ManyToOne,1,1
JoinColumn,org.hibernate.annotations.JoinColumn,javax.persistence.JoinColumn,0,javax.persistence.JoinColumn,javax.persistence.JoinColumn,1,1
User,org.hibernate.annotations.User,library.model.User,0,library.model.User,library.model.User,1,1
OneToMany,org.hibernate.annotations.OneToMany,javax.persistence.OneToMany,0,javax.persistence.OneToMany,javax.persistence.OneToMany,1,1
IndexColumn,org.hibernate.annotations.IndexColumn,org.hibernate.annotations.IndexColumn,1,org.hibernate.annotations.IndexColumn,org.hibernate.annotations.IndexColumn,1,1
List,java.util.List,java.util.List,1,java.util.List,java.util.List,1,1
ArrayList,java.util.ArrayList,java.util.ArrayList,1,java.util.ArrayList,java.util.ArrayList,1,1
Column,jakarta.persistence.Column,javax.persistence.Column,0,javax.persistence.Column,javax.persistence.Column,1,1
dl_correct:4,dl_accuracy:0.3333,,rule_correct:11,rule_checked:12,rule_accuracy:0.9167,rule_recall:0.9167
checked:12,total correct:11,total accuracy:0.9167

hibernate_class_29.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
SessionFactory,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,1
List,java.util.List,java.util.List,1,java.util.List,java.util.List,1,1
Criteria,jakarta.persistence.criteria.Criteria,org.hibernate.Criteria,0,org.hibernate.Criteria,org.hibernate.Criteria,1,1
Projections,org.hibernate.S.Query.Projections,org.hibernate.criterion.Projections,0,org.hibernate.criterion.Projections,org.hibernate.criterion.Projections,1,1
Session,org.hibernate.Session,org.hibernate.Session,1,org.hibernate.Session,org.hibernate.Session,1,1
dl_correct:3,dl_accuracy:0.6,,rule_correct:5,rule_checked:5,rule_accuracy:1.0,rule_recall:1.0
checked:5,total correct:5,total accuracy:1.0

hibernate_class_3.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Dialect,org.hibernate.dialect.Dialect,org.hibernate.dialect.Dialect,1,org.hibernate.dialect.Dialect,org.hibernate.dialect.Dialect,1,1
Types,java.sql.Types,java.sql.Types,1,java.sql.Types,java.sql.Types,1,1
VarArgsSQLFunction,org.hibernate.dialect.function.VarArgsSQLFunction,org.hibernate.dialect.function.VarArgsSQLFunction,1,org.hibernate.dialect.function.VarArgsSQLFunction,org.hibernate.dialect.function.VarArgsSQLFunction,1,1
Hibernate,org.hibernate.Hibernate,org.hibernate.Hibernate,1,org.hibernate.Hibernate,org.hibernate.Hibernate,1,1
SQLFunctionTemplate,org.hibernate.dialect.function.SQLFunctionTemplate,org.hibernate.dialect.function.SQLFunctionTemplate,1,org.hibernate.dialect.function.SQLFunctionTemplate,org.hibernate.dialect.function.SQLFunctionTemplate,1,1
StandardSQLFunction,org.hibernate.dialect.function.StandardSQLFunction,org.hibernate.dialect.function.StandardSQLFunction,1,org.hibernate.dialect.function.StandardSQLFunction,org.hibernate.dialect.function.StandardSQLFunction,1,1
dl_correct:6,dl_accuracy:1.0,,rule_correct:6,rule_checked:6,rule_accuracy:1.0,rule_recall:1.0
checked:6,total correct:6,total accuracy:1.0

hibernate_class_30.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Entity,org.hibernate.annotations.Entity,javax.persistence.Entity,0,org.hibernate.annotations.Entity,javax.persistence.Entity,0,0
Table,org.hibernate.annotations.Table,javax.persistence.Table,0,org.hibernate.annotations.Table,javax.persistence.Table,0,0
NamedQueries,org.hibernate.annotations.NamedQueries,org.hibernate.annotations.NamedQueries,1,org.hibernate.annotations.NamedQueries,org.hibernate.annotations.NamedQueries,1,1
Serializable,java.io.Serializable,java.io.Serializable,1,java.io.Serializable,java.io.Serializable,1,1
Basic,org.hibernate.annotations.Basic,javax.persistence.Basic,0,javax.persistence.Basic,javax.persistence.Basic,1,1
Column,jakarta.persistence.Column,javax.persistence.Column,0,javax.persistence.Column,javax.persistence.Column,1,1
Id,jakarta.persistence.Id,javax.persistence.Id,0,javax.persistence.Id,javax.persistence.Id,1,1
dl_correct:2,dl_accuracy:0.2857,,rule_correct:5,rule_checked:7,rule_accuracy:0.7143,rule_recall:0.7143
checked:7,total correct:5,total accuracy:0.7143

hibernate_class_33.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
SessionFactory,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,1
Session,org.hibernate.Session,org.hibernate.Session,1,org.hibernate.Session,org.hibernate.Session,1,1
Configuration,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,1
new Configuration(),org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,1
dl_correct:4,dl_accuracy:1.0,,rule_correct:4,rule_checked:4,rule_accuracy:1.0,rule_recall:1.0
checked:4,total correct:4,total accuracy:1.0

hibernate_class_34.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Session,org.hibernate.Session,org.hibernate.Session,1,org.hibernate.Session,org.hibernate.Session,1,1
Transaction,org.hibernate.Transaction,org.hibernate.Transaction,1,org.hibernate.Transaction,org.hibernate.Transaction,1,1
dl_correct:2,dl_accuracy:1.0,,rule_correct:2,rule_checked:2,rule_accuracy:1.0,rule_recall:1.0
checked:2,total correct:2,total accuracy:1.0

hibernate_class_36.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Session,org.hibernate.Session,org.hibernate.Session,1,org.hibernate.Session,org.hibernate.Session,1,1
SessionFactory,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,1
new Configuration(),org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,1
Transaction,org.hibernate.Transaction,org.hibernate.Transaction,1,org.hibernate.Transaction,org.hibernate.Transaction,1,1
dl_correct:4,dl_accuracy:1.0,,rule_correct:4,rule_checked:4,rule_accuracy:1.0,rule_recall:1.0
checked:4,total correct:4,total accuracy:1.0

hibernate_class_37.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Session,org.hibernate.Session,org.hibernate.Session,1,org.hibernate.Session,org.hibernate.Session,1,1
SessionFactory,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,1
new AnnotationConfiguration(),org.hibernate.cfg.AnnotationConfiguration,org.hibernate.cfg.AnnotationConfiguration,1,org.hibernate.cfg.AnnotationConfiguration,org.hibernate.cfg.AnnotationConfiguration,1,1
HibernateException,org.hibernate.HibernateException,org.hibernate.HibernateException,1,org.hibernate.HibernateException,org.hibernate.HibernateException,1,1
dl_correct:4,dl_accuracy:1.0,,rule_correct:4,rule_checked:4,rule_accuracy:1.0,rule_recall:1.0
checked:4,total correct:4,total accuracy:1.0

hibernate_class_38.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
SessionFactory,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,1
new Configuration(),org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,1
Session,org.hibernate.Session,org.hibernate.Session,1,org.hibernate.Session,org.hibernate.Session,1,1
Transaction,org.hibernate.Transaction,org.hibernate.Transaction,1,org.hibernate.Transaction,org.hibernate.Transaction,1,1
dl_correct:4,dl_accuracy:1.0,,rule_correct:4,rule_checked:4,rule_accuracy:1.0,rule_recall:1.0
checked:4,total correct:4,total accuracy:1.0

hibernate_class_39.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Transactional,jakarta.persistence.Transactional,org.springframework.transaction.annotation.Transactional,0,org.springframework.transaction.annotation.Transactional,org.springframework.transaction.annotation.Transactional,1,1
Serializable,java.io.Serializable,java.io.Serializable,1,java.io.Serializable,java.io.Serializable,1,1
GenericDao,java.util.GenericDao,org.appfuse.dao.GenericDao,0,org.appfuse.dao.GenericDao,org.appfuse.dao.GenericDao,1,1
SessionFactory,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,1
Session,org.hibernate.Session,org.hibernate.Session,1,org.hibernate.Session,org.hibernate.Session,1,1
Transaction,org.hibernate.Transaction,org.hibernate.Transaction,1,org.hibernate.Transaction,org.hibernate.Transaction,1,1
List,java.util.List,java.util.List,1,java.util.List,java.util.List,1,1
Map,java.util.Map,java.util.Map,1,java.util.Map,java.util.Map,1,1
SearchException,javax.management.SearchException,org.appfuse.dao.SearchException,0,org.appfuse.dao.SearchException,org.appfuse.dao.SearchException,1,1
dl_correct:6,dl_accuracy:0.6667,,rule_correct:9,rule_checked:9,rule_accuracy:1.0,rule_recall:1.0
checked:9,total correct:9,total accuracy:1.0

hibernate_class_4.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
SessionFactory,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,1
Configuration,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,1
HibernateException,org.hibernate.HibernateException,org.hibernate.HibernateException,1,org.hibernate.HibernateException,org.hibernate.HibernateException,1,1
dl_correct:3,dl_accuracy:1.0,,rule_correct:3,rule_checked:3,rule_accuracy:1.0,rule_recall:1.0
checked:3,total correct:3,total accuracy:1.0

hibernate_class_40.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Session,org.hibernate.Session,org.hibernate.Session,1,org.hibernate.Session,org.hibernate.Session,1,1
SessionFactory,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,1
new Configuration(),org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,1
Query,org.hibernate.Query,org.hibernate.Query,1,org.hibernate.Query,org.hibernate.Query,1,1
List,java.util.List,java.util.List,1,java.util.List,java.util.List,1,1
Iterator,java.util.Iterator,java.util.Iterator,1,java.util.Iterator,java.util.Iterator,1,1
dl_correct:6,dl_accuracy:1.0,,rule_correct:6,rule_checked:6,rule_accuracy:1.0,rule_recall:1.0
checked:6,total correct:6,total accuracy:1.0

hibernate_class_42.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Log,java.util.Log,org.apache.commons.logging.Log,0,org.apache.commons.logging.Log,org.apache.commons.logging.Log,1,1
LogFactory,org.hibernate.testing.logger.LogFactory,org.apache.commons.logging.LogFactory,0,org.apache.commons.logging.LogFactory,org.apache.commons.logging.LogFactory,1,1
