filename:Class_1.java    extra_types:['javax/swing/TransferHandler$HasGetTransferHandler', 'sun/awt/X11/XScrollbarClient', 'sun/awt/X11/XCanvasPeer', 'sun/awt/X11/XChoicePeerListener', 'javax/swing/text/TableView$GridCell']
filename:Class_5.java    extra_types:['java/time/chrono/ChronoLocalDateImpl', 'com/google/gwt/dev/protobuf/SmallSortedMap', 'com/google/android/gms/internal/aa', 'com/sun/xml/internal/bind/v2/runtime/property/PropertyImpl', 'java/lang/Comparable', 'com/sun/java/util/jar/pack/CodingMethod', 'com/sun/org/apache/xalan/internal/xsltc/compiler/TopLevelElement']

filename:Class_6.java    extra_types:[]

filename:Class_7.java    extra_types:[]

filename:Class_8.java    extra_types:[]

filename:Class_9.java    extra_types:['org/hamcrest/SelfDescribing', 'org/eclipse/core/runtime/CoreException', 'antlr/SemanticException']

filename:Class_2.java    extra_types:['com/google/common/collect/AbstractMultiset', 'com/google/gwt/thirdparty/guava/common/collect/SortedIterable', 'com/google/gwt/thirdparty/guava/common/collect/AbstractMultimap', 'com/google/common/collect/Collections2$TransformedCollection', 'com/google/common/collect/AbstractTable', 'com/google/gwt/thirdparty/guava/common/collect/Synchronized$SynchronizedSet', 'com/google/common/collect/RegularImmutableTable', 'com/google/gwt/thirdparty/guava/common/collect/Maps$SortedKeySet', 'com/google/common/collect/Multisets$ElementSet', 'java/util/Collections$CheckedCollection', 'java/util/Collections$UnmodifiableSet', 'com/google/common/collect/Maps$SortedKeySet', 'com/google/gwt/thirdparty/guava/common/reflect/TypeToken', 'com/google/common/collect/Maps$KeySet', 'com/google/gwt/thirdparty/guava/common/collect/Multisets$ElementSet', 'java/util/concurrent/ConcurrentHashMap$CollectionView', 'com/google/common/collect/SortedMultisetBridge', 'javax/swing/TransferHandler$HasGetTransferHandler', 'com/google/common/collect/Synchronized$SynchronizedCollection', 'com/google/gwt/thirdparty/guava/common/collect/Synchronized$SynchronizedCollection', 'com/google/gwt/thirdparty/guava/common/collect/AbstractMultiset', 'com/google/gwt/thirdparty/guava/common/collect/SortedMultisetBridge', 'com/google/common/collect/Synchronized$SynchronizedSet', 'com/google/common/collect/SortedIterable', 'java/util/TreeMap$NavigableSubMap', 'com/google/gwt/thirdparty/guava/common/collect/FilteredKeyMultimap', 'com/google/common/reflect/TypeToken', 'com/google/common/collect/ImmutableMultiset']

filename:Class_16.java    extra_types:[]

filename:Class_16.java    extra_types:[]

filename:Class_21.java    extra_types:['javax/swing/TransferHandler$HasGetTransferHandler']

filename:Class_16.java    extra_types:[]

filename:Class_16.java    extra_types:[]

filename:Class_16.java    extra_types:[]

filename:Class_16.java    extra_types:[]

